tweet_text,cleaned_text,brand,sentiment,brand_sentiment,text_length
Wonder if @mention is putting tips from the @mention API... #SxSW #SUxSW,wonder putting tip api sxsw suxsw,Other,Neutral,Other_Neutral,33
"XMAS!! RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",xmas shiny new apps new book popup ipad store sxsw christmas nerd,Apple,Positive,Apple_Positive,65
Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},yai new ubersocial iphone app store includes uberguide sxsw sponsored cont link,Apple,Positive,Apple_Positive,79
"Yes!!! RT @mention hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",yes hey ive got another gem free sxsw link sxsw,Other,Neutral,Other_Neutral,47
"Fast, Fun &amp; Future: @mention of Google presenting at #sxsw on search, local and mobile",fast fun amp future google presenting sxsw search local mobile,Google,Positive,Google_Positive,62
GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,gsdampm amp google industry party tonight see link sxsw austin welivehere gsdm,Other,Neutral,Other_Neutral,78
"New buzz? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw&quot;",new buzz quot google launch major new social network called circle possibly today link sxswquot,Other,Neutral,Other_Neutral,95
Headline: &quot;#iPad 2 is the Must-Have Gadget at #SXSW&quot; Hmm... I could have seen that one coming! {link} #gadget,headline quotipad musthave gadget sxswquot hmm could seen one coming link gadget,Apple,Positive,Apple_Positive,80
���@mention &quot;Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads. {link} #wow,quotapple opened popup store austin nerd town sxsw get new ipads link wow,Other,Neutral,Other_Neutral,73
Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone. I'm just sayin'. #sxsw,know quotdatavizquot translates quotsatanicquot iphone sayin sxsw,Other,Negative,Other_Negative,65
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",quotgoogle launched checkins month agoquot check in check out future sxsw bizzy,Google,Positive,Google_Positive,79
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",quotgoogle launched checkins month agoquot check in check out future sxsw bizzy via,Other,Neutral,Other_Neutral,83
"���@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.�۝",quotgoogle tweetquot new quotthink speakquot mark belinsky tweet panel sxsw۝,Google,Positive,Google_Positive,76
"Attending &quot;left brain search = Google, Right brain search = X&quot;  #Bettersearch  -- talking about the future of search engines at #sxsw",attending quotleft brain search google right brain search xquot bettersearch talking future search engine sxsw,Other,Neutral,Other_Neutral,110
"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",kawasaki quotnot lewis level reasoning apple continued existence evidence existence godquot bawling sxsw,Apple,Positive,Apple_Positive,104
Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,kawasaki quotpagemaker saved applequot day sxsw jwtatl enchantment,Other,Neutral,Other_Neutral,66
Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,kawasaki quotpagemaker saved applequot day sxsw jwtatl enchantment via,Apple,Positive,Apple_Positive,70
Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},spark android teamandroid award sxsw read link,Other,Positive,Other_Positive,46
"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",unboxing apple sxsw apple store sxsw link,Other,Neutral,Other_Neutral,41
"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake &amp; tsunami trauma. #sxswi",sxsw apple ipad great thought japan apac region dealing earthquake amp tsunami trauma sxswi,Apple,Positive,Apple_Positive,91
"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",sxsw apple school marketing expert sxsw cnet blog link,Other,Neutral,Other_Neutral,54
"At #SXSW, #Apple schools the marketing experts - {link}",sxsw apple school marketing expert link,Apple,Positive,Apple_Positive,39
"At #SXSW, #Apple schools the marketing experts {link}",sxsw apple school marketing expert link,Other,Neutral,Other_Neutral,39
"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",temporary apple store def tent powerhouse gym sxsw link,Apple,Positive,Apple_Positive,55
"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",temporary apple store congress sxsw along happy hipster,Apple,Positive,Apple_Positive,55
���@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,apple win sxsw link opening temporary store downtown austin support ipad launch good,Apple,Positive,Apple_Positive,84
"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",headed austin sxsw check map newbie link enjoy,Other,Neutral,Other_Neutral,46
Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,funny austin trending sxsw matter minute point least according twitter iphone,Other,Neutral,Other_Neutral,77
Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,christian ipad iphone devs want talk sxsw maybe together cool app,Apple,Positive,Apple_Positive,65
The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,apple ipad taken sxsw austin storm link excited part mobile,Apple,Positive,Apple_Positive,59
I can haz #iPad2 ifrom #SxSW Gr8 {link},haz ipad ifrom sxsw link,Apple,Positive,Apple_Positive,24
"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",stack ipads waiting bought sxsw got mine hassle apple handled perfectly link,Apple,Positive,Apple_Positive,76
"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",google mobile future elusive power link via eurorscg sxsw sxswi,Other,Neutral,Other_Neutral,63
"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",notatsxsw sxsw here link free download meet nearby pep,Other,Neutral,Other_Neutral,54
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,smallbiz need review play google placeswe got app thatlink seo sxsw,Other,Positive,Other_Positive,67
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,smallbiz need review play google placeswe got app thatlink seo sxsw,Other,Neutral,Other_Neutral,67
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",samsung sony follow apple lead link austin atx sxsw,Other,Neutral,Other_Neutral,51
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",samsung sony follow apple lead link austin atx sxsw via,Other,Neutral,Other_Neutral,55
"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",take sxsw major south korean director get make movie entirely iphone link,Apple,Positive,Apple_Positive,73
"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",beautiful sxsw apple store sxsw pic link,Apple,Positive,Apple_Positive,40
Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,sxsw sxswi prep amazing pre push locally focus location based google owns region billboard prchat,Other,Neutral,Other_Neutral,97
Any other #Sxsw accounts I need to follow or apps to download for iPhone?,sxsw account need follow apps download iphone,Other,Neutral,Other_Neutral,45
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,headed sxsw want sharegather contact info link turn iphone business card broadcaster,Other,Neutral,Other_Neutral,84
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},headed sxsw want sharegather contact info link turn iphone link,Other,Neutral,Other_Neutral,63
BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,btw sxsw apple store sold model vzw amp atampt,Other,Neutral,Other_Neutral,46
Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},must sxsw app lovely review forbes sxsw ipad app holler gram link,Apple,Positive,Apple_Positive,65
Temporary #sxsw apple store. Apple being sneaky as usual  {link},temporary sxsw apple store apple sneaky usual link,Apple,Positive,Apple_Positive,50
Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,anyone sxsw popup apple store austin thats got hopping place today,Other,Neutral,Other_Neutral,66
���@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.�۝,sxsw beta testing interactive book ipad app moonbot studio louisiana cool app۝,Apple,Positive,Apple_Positive,78
Apple won #SxSW from day one. Seeing a TON of #iPad2,apple sxsw day one seeing ton ipad,Apple,Positive,Apple_Positive,34
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,anyone sxsw chance check popup apple store wondering worth trek convention center,Other,Neutral,Other_Neutral,81
���@mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝ @mention Did you manage to get yours?,sxsw ipad store sold everything except gig wifi white۝ manage get,Apple,Positive,Apple_Positive,65
���@mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝ also known as the white jeans configuration.,sxsw ipad store sold everything except gig wifi white۝ also known white jean configuration,Apple,Positive,Apple_Positive,90
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,offered sxsw ipad promo ninjafinder user fan sxsw suck sxsw,Apple,Positive,Apple_Positive,59
@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,sxsw austin conference google search interactive music film,Other,Neutral,Other_Neutral,59
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,anyone sxsw know apple selling ipad,Other,Neutral,Other_Neutral,35
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,anyone sxsw know apple store new shipment ipads yet,Other,Neutral,Other_Neutral,51
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,marc ecko sxsw launch iphone app autodial political change link edreform edtech eduvc fightthepaddle,Other,Neutral,Other_Neutral,100
@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,sxsw lonelyplanet austin guide iphone free limited time link travel,Other,Positive,Other_Positive,67
"More free #SXSW mp3 downloads, this time from iTunes: {link}",free sxsw downloads time itunes link,Other,Neutral,Other_Neutral,36
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,anyone sxsw heading aclu event seen owt google circle,Other,Neutral,Other_Neutral,53
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,sxsw prompt memory google map describe childhood walk,Other,Neutral,Other_Neutral,53
The Apple #SXSW store still has iPad 2's and short lines.,apple sxsw store still ipad short line,Apple,Positive,Apple_Positive,38
Essential #sxsw tools: {link},essential sxsw tool link,Other,Neutral,Other_Neutral,24
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",left sxsw tradeshow demo google theatre get see presenter using,Google,Positive,Google_Positive,63
